UnitPrice,Discount,ShippingCost,Description,Year,Quarter,Month,DateofWeek,Hour,Country,PaymentMethod,Category,ShipmentProvider,WarehouseLocation,Predicted_Quantity
42.27,0.08,20.39,Wall Clock,2020,Q1,Jan,Mon,0,Sweden,Credit Card,Apparel,Royal Mail,Paris,24.94371351
31.33,0.09,20.87,Wall Clock,2020,Q2,May,Sat,2,Belgium,Credit Card,Stationery,DHL,London,24.94371351
48.55,0.28,16.18,Wall Clock,2020,Q2,May,Thu,2,Italy,Bank Transfer,Furniture,DHL,Berlin,24.94371351
3.82,0.47,17.98,Wall Clock,2020,Q3,Jul,Mon,5,Italy,Credit Card,Accessories,DHL,Rome,24.94371351
28.78,0.23,18.15,Wall Clock,2021,Q1,Feb,Sat,6,Australia,paypall,Furniture,UPS,Rome,24.94371351
9.6,0.4,10.59,Wall Clock,2021,Q2,May,Sat,15,United Kingdom,paypall,Accessories,UPS,London,24.94371351
31.92,0.49,18.18,Wall Clock,2021,Q3,Sep,Sun,11,Sweden,paypall,Stationery,Royal Mail,Rome,24.94371351
76.68,0.08,22.71,Wall Clock,2022,Q2,Apr,Sat,3,Netherlands,Credit Card,Apparel,UPS,Paris,24.94371351
57.03,0.23,10.8,Wall Clock,2022,Q2,May,Tue,2,Belgium,paypall,Accessories,DHL,Rome,24.94371351
20.73,0.08,20.9,Wall Clock,2022,Q2,May,Tue,13,Germany,paypall,Furniture,UPS,London,24.94371351
14.17,0.29,23.52,Wall Clock,2022,Q4,Nov,Wed,15,Germany,Credit Card,Electronics,FedEx,Amsterdam,24.94371351
12.32,0.24,21.45,Wall Clock,2022,Q4,Oct,Thu,13,Portugal,Bank Transfer,Stationery,UPS,Amsterdam,24.94371351
86.07,0.12,7.25,Wall Clock,2020,Q3,Aug,Wed,5,United Kingdom,Credit Card,Electronics,FedEx,Berlin,24.94371351
55.98,0.2,25.8,Wall Clock,2021,Q1,Jan,Fri,4,Belgium,Bank Transfer,Furniture,FedEx,Berlin,24.94371351
62.12,0.3,15.35,Wall Clock,2021,Q1,Mar,Wed,21,Italy,Bank Transfer,Furniture,UPS,Amsterdam,24.94371351
24.38,0.43,12.16,Wall Clock,2021,Q2,Jun,Sun,17,Netherlands,paypall,Apparel,UPS,Amsterdam,24.94371351
41.12,0.33,16.18,Wall Clock,2021,Q3,Jul,Sun,15,Netherlands,Credit Card,Furniture,DHL,London,24.94371351
64.41,0.01,27.03,Wall Clock,2021,Q3,Jul,Tue,15,Norway,paypall,Apparel,FedEx,Berlin,24.94371351
55.96,0.04,14.73,Wall Clock,2022,Q1,Feb,Sun,6,Germany,Credit Card,Electronics,Royal Mail,Amsterdam,24.94371351
42.93,0.21,20.01,Wall Clock,2022,Q4,Oct,Thu,16,Netherlands,paypall,Electronics,UPS,Rome,24.94371351
63.02,0.05,20.34,Wall Clock,2020,Q3,Aug,Sun,4,Norway,paypall,Accessories,Royal Mail,Berlin,24.94371351
9.6,0.12,10.46,Wall Clock,2020,Q4,Oct,Sun,1,Norway,Credit Card,Apparel,UPS,London,24.94371351
52.34,0.37,11.15,Wall Clock,2021,Q1,Jan,Tue,19,Germany,Credit Card,Apparel,Royal Mail,London,24.94371351
49.99,0.12,11.3,Wall Clock,2021,Q2,Apr,Sun,3,Germany,paypall,Furniture,UPS,Paris,24.94371351
8.69,0.36,18.79,Wall Clock,2021,Q4,Oct,Thu,7,Italy,paypall,Stationery,Royal Mail,Rome,24.94371351
81.06,0.17,10.24,Wall Clock,2022,Q1,Jan,Thu,15,France,paypall,Electronics,UPS,London,24.94371351
47.29,0.11,10.56,Wall Clock,2022,Q2,Apr,Fri,15,Sweden,paypall,Electronics,DHL,London,24.94371351
77.49,0.4,19.5,Wall Clock,2022,Q2,Apr,Tue,16,France,paypall,Electronics,UPS,London,24.94371351
2.54,0.22,21.92,Wall Clock,2022,Q2,Jun,Sun,22,Germany,Bank Transfer,Stationery,UPS,Amsterdam,24.94371351
29.84,0.04,8.82,Wall Clock,2020,Q2,Apr,Mon,14,Sweden,Bank Transfer,Furniture,FedEx,Paris,24.94371351
21.97,0.2,20.56,Wall Clock,2021,Q1,Jan,Sun,1,Sweden,Credit Card,Accessories,FedEx,Amsterdam,24.94371351
16.42,0.47,29.61,Wall Clock,2021,Q2,May,Sat,8,United Kingdom,Credit Card,Electronics,DHL,Rome,24.94371351
80.11,0.38,17.37,Wall Clock,2021,Q3,Jul,Fri,0,Belgium,Bank Transfer,Furniture,DHL,Rome,24.94371351
18.45,0.11,23.96,Wall Clock,2021,Q4,Dec,Thu,9,Norway,paypall,Accessories,Royal Mail,Paris,24.94371351
90.72,0,25.07,Wall Clock,2021,Q4,Nov,Wed,18,Germany,Credit Card,Furniture,DHL,Paris,24.94371351
52.13,0.44,13.86,Wall Clock,2022,Q2,May,Mon,23,Spain,paypall,Electronics,Royal Mail,London,24.94371351
95.24,0.29,6.65,Wall Clock,2022,Q3,Jul,Wed,16,Sweden,Credit Card,Accessories,UPS,Paris,24.94371351
76.51,0.22,27.88,Wall Clock,2022,Q3,Sep,Wed,16,Netherlands,paypall,Stationery,UPS,Paris,24.94371351
74.21,0.37,25.59,Wall Clock,2022,Q4,Dec,Fri,19,France,paypall,Accessories,DHL,Rome,24.94371351
92.27,0.36,8.41,Wall Clock,2022,Q4,Dec,Mon,18,Belgium,Bank Transfer,Electronics,FedEx,Rome,24.94371351
83.35,0.1,15.25,Wall Clock,2022,Q4,Nov,Sun,21,Norway,Credit Card,Furniture,Royal Mail,Rome,24.94371351
56.61,0.13,20.32,Wall Clock,2020,Q1,Feb,Tue,4,Belgium,Bank Transfer,Electronics,DHL,London,24.94371351
7.93,0.36,5.16,Wall Clock,2020,Q2,Apr,Mon,12,Sweden,Credit Card,Electronics,UPS,Rome,24.94371351
84.73,0.32,9.15,Wall Clock,2020,Q2,Apr,Wed,10,Sweden,paypall,Furniture,UPS,Rome,24.94371351
99.03,0.32,26.19,Wall Clock,2020,Q3,Aug,Thu,12,Norway,Bank Transfer,Accessories,UPS,Paris,24.94371351
3.72,0.2,23.48,Wall Clock,2020,Q3,Aug,Wed,2,United Kingdom,Credit Card,Stationery,DHL,Paris,24.94371351
4.16,0.48,13.89,Wall Clock,2020,Q4,Nov,Mon,3,United Kingdom,Credit Card,Furniture,UPS,London,24.94371351
50.54,0.18,13.39,Wall Clock,2021,Q2,Jun,Mon,3,Italy,paypall,Electronics,UPS,Paris,24.94371351
42.11,0.31,23.24,Wall Clock,2021,Q2,Jun,Sat,13,Sweden,Bank Transfer,Electronics,FedEx,Rome,24.94371351
44.33,0.42,5.77,Wall Clock,2021,Q2,May,Mon,19,United Kingdom,Credit Card,Furniture,UPS,Amsterdam,24.94371351
29.31,0.49,27.41,Wall Clock,2021,Q4,Dec,Mon,12,Netherlands,Bank Transfer,Accessories,Royal Mail,Amsterdam,24.94371351
65.24,0.35,28.85,Wall Clock,2021,Q4,Oct,Fri,23,Australia,Bank Transfer,Furniture,DHL,Paris,24.94371351
89.4,0.14,29.53,Wall Clock,2022,Q1,Jan,Wed,0,Italy,Bank Transfer,Accessories,FedEx,Paris,24.94371351
59,0.25,17.08,Wall Clock,2022,Q2,Apr,Mon,15,Netherlands,Bank Transfer,Accessories,FedEx,Amsterdam,24.94371351
15.75,0.17,22.79,Wall Clock,2022,Q3,Sep,Thu,20,Spain,Bank Transfer,Accessories,UPS,Berlin,24.94371351
47.85,0.04,6.47,Wall Clock,2022,Q4,Dec,Mon,0,Sweden,Credit Card,Accessories,Royal Mail,Amsterdam,24.94371351
46.72,0.16,17.15,Wall Clock,2020,Q1,Feb,Fri,14,Germany,Bank Transfer,Apparel,DHL,London,24.94371351
79.35,0.37,23.08,Wall Clock,2020,Q1,Mar,Mon,22,Spain,Credit Card,Stationery,DHL,London,24.94371351
49.3,0.27,17.11,Wall Clock,2020,Q3,Sep,Mon,3,Belgium,Bank Transfer,Furniture,FedEx,Berlin,24.94371351
68.51,0.49,15.72,Wall Clock,2021,Q2,May,Fri,6,Australia,paypall,Electronics,DHL,Amsterdam,24.94371351
58.82,0.19,5.34,Wall Clock,2021,Q3,Aug,Mon,8,Germany,paypall,Apparel,FedEx,Amsterdam,24.94371351
14.17,0.42,18.22,Wall Clock,2021,Q3,Aug,Tue,1,United Kingdom,Bank Transfer,Furniture,DHL,Amsterdam,24.94371351
75.31,0.12,25.13,Wall Clock,2022,Q2,Apr,Thu,21,Netherlands,paypall,Furniture,FedEx,Berlin,24.94371351
8.47,0.47,10.47,Wall Clock,2022,Q3,Jul,Mon,11,Italy,Bank Transfer,Electronics,FedEx,Amsterdam,24.94371351
41.74,0.13,12.4,Wall Clock,2020,Q1,Mar,Sun,14,Norway,Credit Card,Furniture,UPS,Berlin,24.94371351
80.45,0.2,5.02,Wall Clock,2020,Q2,Apr,Thu,10,Spain,Bank Transfer,Electronics,FedEx,London,24.94371351
96.99,0.28,20.39,Wall Clock,2020,Q2,Apr,Wed,21,France,paypall,Electronics,FedEx,Amsterdam,24.94371351
77.63,0.16,10.22,Wall Clock,2020,Q2,May,Thu,11,France,paypall,Apparel,Royal Mail,Rome,24.94371351
41.22,0.03,20.71,Wall Clock,2020,Q3,Aug,Sun,13,Belgium,Bank Transfer,Furniture,DHL,Rome,24.94371351
40.81,0.47,29.79,Wall Clock,2020,Q3,Sep,Wed,4,Italy,Bank Transfer,Electronics,Royal Mail,Berlin,24.94371351
12.86,0.1,12.6,Wall Clock,2021,Q2,Apr,Wed,16,Norway,Bank Transfer,Apparel,FedEx,Amsterdam,24.94371351
37.08,0.42,13.07,Wall Clock,2021,Q2,Jun,Sun,16,Australia,paypall,Furniture,Royal Mail,Paris,24.94371351
72.16,0.31,29.25,Wall Clock,2021,Q2,May,Mon,23,Sweden,Credit Card,Stationery,Royal Mail,Rome,24.94371351
40.11,0.04,22.38,Wall Clock,2021,Q3,Jul,Sat,10,Netherlands,Bank Transfer,Electronics,Royal Mail,Berlin,24.94371351
81.49,0.18,11.69,Wall Clock,2021,Q4,Nov,Tue,2,Italy,paypall,Accessories,FedEx,London,24.94371351
28.53,0.08,15.58,Wall Clock,2021,Q4,Oct,Fri,11,United Kingdom,paypall,Stationery,Royal Mail,Rome,24.94371351
10.05,0.18,26.11,Wall Clock,2022,Q3,Jul,Sun,18,United States,paypall,Apparel,Royal Mail,London,24.94371351
13.98,0.34,6.46,Wall Clock,2020,Q1,Jan,Tue,15,Sweden,paypall,Apparel,FedEx,Paris,24.94371351
38.1,0.27,29.64,Wall Clock,2020,Q2,Apr,Fri,7,Portugal,paypall,Accessories,UPS,Rome,24.94371351
41.23,0.22,20.24,Wall Clock,2020,Q4,Oct,Fri,13,Sweden,paypall,Furniture,DHL,Paris,24.94371351
56.57,0.32,9.98,Wall Clock,2021,Q2,May,Fri,13,Portugal,Bank Transfer,Furniture,UPS,Paris,24.94371351
76.44,0.1,19.94,Wall Clock,2022,Q3,Aug,Tue,0,Norway,Bank Transfer,Stationery,FedEx,Rome,24.94371351
34.86,0.02,18.92,Wall Clock,2022,Q3,Sep,Fri,12,Italy,Bank Transfer,Furniture,UPS,Paris,24.94371351
93.57,0.42,18.32,Wall Clock,2020,Q1,Mar,Mon,4,United States,Credit Card,Furniture,Royal Mail,London,24.94371351
37.94,0.46,21.87,Wall Clock,2020,Q3,Aug,Fri,20,Belgium,Credit Card,Apparel,Royal Mail,Rome,24.94371351
90.97,0.36,10.53,Wall Clock,2020,Q3,Jul,Tue,6,Norway,paypall,Apparel,DHL,London,24.94371351
60.33,0.03,14.81,Wall Clock,2021,Q1,Jan,Fri,18,Germany,paypall,Apparel,UPS,London,24.94371351
22.65,0.27,6.38,Wall Clock,2021,Q3,Jul,Fri,3,Netherlands,Credit Card,Apparel,Royal Mail,Paris,24.94371351
84.88,0.13,23.99,Wall Clock,2021,Q3,Sep,Tue,0,United Kingdom,paypall,Apparel,UPS,Amsterdam,24.94371351
36.21,0.03,27.57,Wall Clock,2022,Q2,Apr,Mon,11,Portugal,paypall,Stationery,Royal Mail,Amsterdam,24.94371351
32.05,0.36,6.72,Wall Clock,2022,Q2,Jun,Fri,17,United States,paypall,Electronics,DHL,Rome,24.94371351
50.78,0.09,28.96,Wall Clock,2022,Q2,Jun,Wed,5,Australia,Credit Card,Accessories,UPS,Rome,24.94371351
30.5,0.16,14.96,Wall Clock,2020,Q4,Dec,Fri,14,United Kingdom,Credit Card,Electronics,FedEx,London,24.94371351
54.66,0.2,7.28,Wall Clock,2020,Q4,Dec,Sat,6,Sweden,Credit Card,Furniture,Royal Mail,London,24.94371351
96.27,0.4,27.91,Wall Clock,2021,Q2,Jun,Mon,16,Sweden,paypall,Electronics,FedEx,Rome,24.94371351
92.99,0.39,23.9,Wall Clock,2021,Q2,Jun,Sat,8,Netherlands,paypall,Accessories,FedEx,Rome,24.94371351
51.76,0.35,15.75,Wall Clock,2021,Q2,May,Sat,0,Italy,Bank Transfer,Apparel,Royal Mail,Paris,24.94371351
38.74,0.17,15.35,Wall Clock,2021,Q3,Sep,Fri,9,Australia,paypall,Furniture,FedEx,Rome,24.94371351
16.59,0.38,22.28,Wall Clock,2021,Q4,Nov,Sun,5,United States,paypall,Accessories,UPS,Paris,24.94371351
87.44,0.25,21.49,Wall Clock,2022,Q1,Jan,Thu,4,Netherlands,Bank Transfer,Apparel,DHL,Rome,24.94371351
42.62,0.23,11.35,Wall Clock,2022,Q3,Sep,Fri,15,United States,Credit Card,Furniture,UPS,Rome,24.94371351
70.15,0.01,11.51,Wall Clock,2022,Q4,Dec,Sat,10,Norway,Bank Transfer,Electronics,Royal Mail,Amsterdam,24.94371351
32.47,0.31,20.93,Wall Clock,2020,Q2,May,Wed,16,Sweden,Bank Transfer,Accessories,FedEx,London,24.94371351
44.73,0.07,21.09,Wall Clock,2020,Q3,Sep,Tue,1,Italy,Credit Card,Electronics,UPS,Berlin,24.94371351
29.23,0.4,8.59,Wall Clock,2021,Q1,Feb,Thu,22,Portugal,Bank Transfer,Furniture,Royal Mail,Berlin,24.94371351
24.4,0.38,8.29,Wall Clock,2021,Q1,Jan,Mon,9,Netherlands,Bank Transfer,Apparel,UPS,Paris,24.94371351
18.36,0.28,9.47,Wall Clock,2021,Q3,Sep,Tue,20,Spain,Credit Card,Electronics,DHL,Berlin,24.94371351
55.56,0.21,5.1,Wall Clock,2021,Q4,Dec,Sun,22,Spain,Credit Card,Apparel,FedEx,Berlin,24.94371351
77.89,0.47,7.61,Wall Clock,2022,Q2,Apr,Sat,16,United States,paypall,Stationery,DHL,Paris,24.94371351
41.98,0.09,23.33,Wall Clock,2022,Q2,Apr,Wed,9,Germany,Bank Transfer,Apparel,DHL,Berlin,24.94371351
25.21,0.32,11.58,Wall Clock,2022,Q2,Jun,Sat,10,Spain,paypall,Electronics,DHL,Rome,24.94371351
90.76,0.31,23.04,Wall Clock,2022,Q4,Dec,Wed,18,Italy,Bank Transfer,Electronics,FedEx,London,24.94371351
21.96,0.45,17.52,Wall Clock,2022,Q4,Nov,Mon,18,Australia,Bank Transfer,Furniture,DHL,Amsterdam,24.94371351
93.09,0.46,5.81,Wall Clock,2022,Q4,Oct,Mon,13,United States,paypall,Electronics,UPS,Amsterdam,24.94371351
57.88,0.5,24.63,Wall Clock,2022,Q4,Oct,Thu,1,United States,Bank Transfer,Stationery,Royal Mail,Berlin,24.94371351
54.27,0.06,26.55,Wall Clock,2020,Q1,Feb,Mon,1,France,paypall,Electronics,Royal Mail,Berlin,24.94371351
50.42,0.35,13.5,Wall Clock,2020,Q2,Apr,Sun,2,Norway,Credit Card,Accessories,Royal Mail,Rome,24.94371351
53.52,0.4,9.81,Wall Clock,2020,Q4,Nov,Thu,20,Spain,Bank Transfer,Electronics,UPS,Berlin,24.94371351
3.34,0.05,7.96,Wall Clock,2020,Q4,Oct,Tue,21,Norway,Bank Transfer,Furniture,DHL,Berlin,24.94371351
78.85,0.23,8.04,Wall Clock,2021,Q2,Jun,Sun,2,United Kingdom,Credit Card,Furniture,DHL,Amsterdam,24.94371351
59,0.23,24.22,Wall Clock,2021,Q2,May,Mon,1,United States,paypall,Electronics,FedEx,Berlin,24.94371351
10.49,0.15,28.42,Wall Clock,2021,Q3,Aug,Sat,23,Belgium,Bank Transfer,Apparel,UPS,,25.43718287
69.59,0.41,15.15,Wall Clock,2022,Q1,Feb,Sat,19,Australia,Credit Card,Furniture,UPS,Berlin,24.94371351
3.88,0.25,15.91,Wall Clock,2022,Q3,Jul,Sat,11,United Kingdom,paypall,Accessories,UPS,London,24.94371351
28.73,0.25,8.44,Wall Clock,2020,Q1,Jan,Thu,3,Netherlands,Credit Card,Apparel,FedEx,Rome,24.94371351
22.65,0.32,15.26,Wall Clock,2020,Q1,Jan,Wed,16,United Kingdom,Credit Card,Accessories,FedEx,Amsterdam,24.94371351
77.66,0.44,10.42,Wall Clock,2020,Q2,Apr,Wed,1,United Kingdom,Bank Transfer,Apparel,DHL,Amsterdam,24.94371351
22.38,0.32,14.07,Wall Clock,2020,Q2,May,Fri,6,Spain,Bank Transfer,Furniture,Royal Mail,Paris,24.94371351
46.17,0.04,20.94,Wall Clock,2020,Q4,Dec,Sat,10,Australia,Credit Card,Apparel,FedEx,Rome,24.94371351
7.75,0.28,8.26,Wall Clock,2021,Q1,Feb,Thu,10,Netherlands,Bank Transfer,Electronics,FedEx,Rome,24.94371351
71.1,0.02,16.86,Wall Clock,2021,Q1,Mar,Sat,9,Norway,Credit Card,Apparel,Royal Mail,Amsterdam,24.94371351
57.71,0.2,28.87,Wall Clock,2021,Q2,Apr,Thu,17,United States,Credit Card,Accessories,UPS,Amsterdam,24.94371351
64.86,0.21,7.59,Wall Clock,2021,Q2,May,Sun,3,Norway,Credit Card,Furniture,UPS,Amsterdam,24.94371351
39.76,0.07,17.39,Wall Clock,2021,Q4,Dec,Thu,18,Spain,Bank Transfer,Furniture,DHL,Berlin,24.94371351
86.5,0.33,22.25,Wall Clock,2021,Q4,Oct,Sat,14,Netherlands,Bank Transfer,Stationery,DHL,Paris,24.94371351
39.18,0.24,16.54,Wall Clock,2022,Q2,Jun,Wed,0,Australia,Credit Card,Furniture,DHL,Paris,24.94371351
75.42,0.5,13,Wall Clock,2022,Q2,May,Wed,23,France,Bank Transfer,Furniture,DHL,London,24.94371351
70.2,0.33,25.54,Wall Clock,2022,Q4,Dec,Thu,22,Germany,paypall,Electronics,FedEx,Berlin,24.94371351
98.5,0.5,27.35,Wall Clock,2022,Q4,Dec,Tue,16,Australia,Bank Transfer,Accessories,FedEx,Rome,24.94371351
67.08,0.47,8.95,Wall Clock,2022,Q4,Oct,Sun,11,United Kingdom,Bank Transfer,Apparel,UPS,London,24.94371351
62.02,0.2,19.81,Wall Clock,2020,Q2,Apr,Fri,4,United States,paypall,Accessories,UPS,Berlin,24.94371351
70.89,0.38,13.29,Wall Clock,2020,Q2,Jun,Fri,20,Belgium,Credit Card,Apparel,Royal Mail,Amsterdam,24.94371351
26.26,0.16,20.98,Wall Clock,2020,Q2,May,Sun,11,Sweden,Bank Transfer,Accessories,Royal Mail,Rome,24.94371351
41.3,0.25,29.75,Wall Clock,2020,Q2,May,Tue,8,Sweden,paypall,Accessories,UPS,Rome,24.94371351
78.45,0.31,7.78,Wall Clock,2020,Q4,Oct,Fri,22,Spain,paypall,Furniture,UPS,Paris,24.94371351
27.45,0.21,8.19,Wall Clock,2021,Q2,Jun,Mon,9,Italy,Bank Transfer,Furniture,FedEx,London,24.94371351
3.15,0.04,27.89,Wall Clock,2021,Q3,Aug,Wed,6,Spain,paypall,Apparel,UPS,Berlin,24.94371351
98.02,0.47,13.43,Wall Clock,2021,Q3,Jul,Fri,15,United States,Credit Card,Accessories,DHL,Paris,24.94371351
91.18,0.48,15.36,Wall Clock,2021,Q3,Jul,Sun,18,United States,paypall,Electronics,UPS,Amsterdam,24.94371351
42.29,0.17,18.77,Wall Clock,2021,Q4,Nov,Mon,23,Italy,Credit Card,Electronics,FedEx,Berlin,24.94371351
25.68,0.22,28.36,Wall Clock,2022,Q2,May,Mon,6,Australia,Bank Transfer,Stationery,DHL,Paris,24.94371351
27.34,0,27.01,Wall Clock,2022,Q4,Oct,Fri,2,Portugal,Bank Transfer,Accessories,UPS,Paris,24.94371351
60.69,0.19,8.06,Wall Clock,2020,Q2,Jun,Fri,5,Netherlands,Credit Card,Apparel,DHL,Rome,24.94371351
44.28,0.17,29.57,Wall Clock,2020,Q3,Sep,Mon,20,Norway,paypall,Furniture,FedEx,Rome,24.94371351
14.54,0.44,18.41,Wall Clock,2021,Q1,Jan,Fri,23,Germany,Credit Card,Accessories,DHL,London,24.94371351
62.13,0.4,26.49,Wall Clock,2021,Q3,Aug,Sat,2,Netherlands,Credit Card,Apparel,UPS,,25.43718287
23.91,0.35,29.6,Wall Clock,2021,Q3,Jul,Thu,2,Netherlands,Credit Card,Apparel,FedEx,Berlin,24.94371351
32.73,0.12,8.35,Wall Clock,2022,Q1,Mar,Sun,4,Belgium,Bank Transfer,Accessories,UPS,Amsterdam,24.94371351
23.79,0.2,11.45,Wall Clock,2022,Q3,Aug,Tue,3,United Kingdom,Bank Transfer,Furniture,Royal Mail,Berlin,24.94371351
56.6,0.16,16.23,Wall Clock,2022,Q3,Jul,Sat,20,Belgium,Bank Transfer,Apparel,FedEx,Paris,24.94371351
70.72,0.48,5.14,Wall Clock,2022,Q3,Jul,Tue,10,Sweden,Bank Transfer,Stationery,FedEx,Berlin,24.94371351
79.83,0.19,27.55,Wall Clock,2022,Q4,Nov,Sun,8,United States,paypall,Furniture,Royal Mail,London,24.94371351
79.36,0.35,11.95,Wall Clock,2020,Q2,Apr,Thu,22,Australia,Bank Transfer,Furniture,FedEx,London,24.94371351
1.08,0.18,25.09,Wall Clock,2021,Q1,Mar,Fri,23,Portugal,Credit Card,Stationery,Royal Mail,Amsterdam,24.94371351
54.69,0.44,26.64,Wall Clock,2021,Q3,Jul,Thu,23,United Kingdom,Credit Card,Stationery,FedEx,Berlin,24.94371351
9.63,0.44,22.93,Wall Clock,2021,Q3,Sep,Sat,20,United Kingdom,Credit Card,Accessories,DHL,Amsterdam,24.94371351
53.63,0.27,12.24,Wall Clock,2022,Q1,Feb,Sat,4,Sweden,Credit Card,Apparel,DHL,London,24.94371351
47.99,0.18,21.76,Wall Clock,2022,Q3,Aug,Thu,4,Norway,paypall,Furniture,Royal Mail,Amsterdam,24.94371351
70.16,0.29,16.03,Wall Clock,2020,Q1,Jan,Sat,4,Portugal,paypall,Electronics,UPS,Berlin,24.94371351
75.71,0.35,19.33,Wall Clock,2020,Q3,Aug,Sun,17,Sweden,Bank Transfer,Furniture,Royal Mail,Berlin,24.94371351
32.11,0.13,14.96,Wall Clock,2020,Q4,Dec,Tue,13,United Kingdom,Credit Card,Accessories,UPS,London,24.94371351
33.9,0.48,14.57,Wall Clock,2020,Q4,Nov,Sat,16,Norway,Credit Card,Accessories,Royal Mail,Rome,24.94371351
19.66,0.23,21.78,Wall Clock,2020,Q4,Nov,Tue,1,Norway,Bank Transfer,Electronics,Royal Mail,Rome,24.94371351
82.79,0.37,18.91,Wall Clock,2021,Q1,Feb,Tue,4,United States,paypall,Furniture,UPS,Berlin,24.94371351
51.78,0.17,8.91,Wall Clock,2021,Q2,May,Sun,2,Australia,paypall,Furniture,FedEx,Paris,24.94371351
64.39,0.41,29.47,Wall Clock,2021,Q4,Oct,Mon,2,United Kingdom,Credit Card,Stationery,Royal Mail,Berlin,24.94371351
16.02,0.14,6.69,Wall Clock,2021,Q4,Oct,Thu,7,Spain,paypall,Apparel,DHL,London,24.94371351
94.29,0.49,16.39,Wall Clock,2022,Q1,Feb,Sun,3,Australia,paypall,Stationery,UPS,London,24.94371351
33.82,0.34,8.5,Wall Clock,2022,Q1,Mar,Sun,9,Spain,paypall,Apparel,DHL,Paris,24.94371351
16.27,0.27,19.12,Wall Clock,2022,Q2,Apr,Fri,23,Sweden,Credit Card,Apparel,DHL,Paris,24.94371351
21.16,0.24,10.65,Wall Clock,2022,Q2,Jun,Sun,15,Italy,Bank Transfer,Furniture,UPS,Rome,24.94371351
58.57,0.12,27.21,Wall Clock,2022,Q2,Jun,Tue,10,France,paypall,Stationery,UPS,London,24.94371351
16.25,0.23,22.55,Wall Clock,2022,Q3,Sep,Sun,6,Italy,Bank Transfer,Stationery,FedEx,Paris,24.94371351
5.78,0.08,28.76,Wall Clock,2022,Q3,Sep,Sun,11,Italy,paypall,Stationery,UPS,Amsterdam,24.94371351
83.54,0.33,9.51,Wall Clock,2020,Q1,Jan,Mon,6,Netherlands,Credit Card,Stationery,DHL,London,24.94371351
62.59,0.3,26.75,Wall Clock,2021,Q1,Mar,Wed,6,Germany,Credit Card,Electronics,Royal Mail,Paris,24.94371351
90.92,0.49,21.69,Wall Clock,2021,Q4,Oct,Sat,4,Netherlands,Bank Transfer,Electronics,Royal Mail,Rome,24.94371351
37.39,0.07,14.98,Wall Clock,2022,Q2,Apr,Mon,21,Norway,Credit Card,Furniture,DHL,Amsterdam,24.94371351
86.06,0.24,20.69,Wall Clock,2022,Q3,Jul,Wed,13,United Kingdom,Credit Card,Apparel,FedEx,London,24.94371351
80.37,0.46,16.27,Wall Clock,2022,Q4,Dec,Fri,17,Australia,paypall,Electronics,UPS,Berlin,24.94371351
87.82,0.15,23.78,Wall Clock,2022,Q4,Oct,Fri,16,Belgium,Credit Card,Electronics,DHL,Amsterdam,24.94371351
60.35,0.06,14.47,Wall Clock,2020,Q2,May,Wed,15,Spain,Bank Transfer,Stationery,FedEx,Berlin,24.94371351
15.67,0.2,22.96,Wall Clock,2021,Q2,May,Mon,0,Portugal,Credit Card,Furniture,DHL,Paris,24.94371351
81.01,0.45,27.11,Wall Clock,2022,Q1,Feb,Mon,11,Italy,Credit Card,Electronics,FedEx,Rome,24.94371351
52.82,0.41,10.32,Wall Clock,2022,Q2,Apr,Fri,3,Norway,Bank Transfer,Accessories,FedEx,Paris,24.94371351
47.9,0.38,18.77,Wall Clock,2022,Q2,May,Thu,5,United Kingdom,paypall,Accessories,DHL,Amsterdam,24.94371351
9.29,0.47,20.09,Wall Clock,2022,Q3,Jul,Tue,7,Sweden,paypall,Accessories,DHL,Amsterdam,24.94371351
38.08,0.31,25,Wall Clock,2022,Q4,Dec,Sun,21,Australia,paypall,Stationery,DHL,Rome,24.94371351
52.94,0.11,16.86,Wall Clock,2020,Q2,Apr,Tue,15,Netherlands,Bank Transfer,Apparel,FedEx,Amsterdam,24.94371351
17.64,0.09,12.56,Wall Clock,2020,Q2,May,Sun,13,Portugal,Bank Transfer,Furniture,Royal Mail,Amsterdam,24.94371351
60.96,0.04,9.23,Wall Clock,2020,Q3,Jul,Sat,13,Sweden,Bank Transfer,Electronics,FedEx,Amsterdam,24.94371351
98.42,0.43,7.37,Wall Clock,2020,Q4,Dec,Sat,16,Netherlands,Credit Card,Furniture,DHL,Rome,24.94371351
56.81,0.45,26.45,Wall Clock,2021,Q3,Aug,Tue,12,Germany,paypall,Furniture,FedEx,Rome,24.94371351
63.84,0.29,12.55,Wall Clock,2021,Q3,Sep,Tue,1,Spain,Credit Card,Furniture,UPS,London,24.94371351
28.36,0.5,13.32,Wall Clock,2021,Q4,Dec,Sun,17,Spain,Credit Card,Apparel,Royal Mail,Paris,24.94371351
62,0.28,27.36,Wall Clock,2020,Q1,Mar,Wed,22,Portugal,Bank Transfer,Accessories,Royal Mail,Paris,24.94371351
78.18,0.35,17.15,Wall Clock,2020,Q2,May,Mon,15,Germany,Credit Card,Accessories,DHL,Amsterdam,24.94371351
87.46,0.16,5.76,Wall Clock,2020,Q3,Jul,Tue,15,Italy,paypall,Apparel,UPS,Berlin,24.94371351
92.71,0.43,26.3,Wall Clock,2020,Q4,Oct,Wed,20,Australia,paypall,Stationery,UPS,Paris,24.94371351
