Date,Year,Quarter,Month,Day,ProductName,Category,Quantity,Price,Discount,UnitsReturned,Location,Platform
2024/3/4,2024,Q1,March,4,Whey Protein,Protein,163,32.01,0.15,0,Canada,iHerb
2024/3/4,2024,Q1,March,4,Vitamin C,Vitamin,177,35.39,0.21,3,Canada,Walmart
2024/3/4,2024,Q1,March,4,Fish Oil,Omega,151,13.24,0.03,2,USA,Amazon
2024/3/4,2024,Q1,March,4,Multivitamin,Vitamin,145,26.4,0.1,3,UK,Amazon
2024/3/4,2024,Q1,March,4,Pre-Workout,Performance,161,23.22,0.08,3,Canada,iHerb
2024/3/4,2024,Q1,March,4,BCAA,Amino Acid,169,21.34,0.05,3,Canada,iHerb
2024/3/4,2024,Q1,March,4,Creatine,Performance,168,31.03,0.21,3,Canada,Amazon
2024/3/4,2024,Q1,March,4,Zinc,Mineral,162,55.58,0.08,0,USA,Walmart
2024/3/4,2024,Q1,March,4,Collagen Peptides,Protein,158,52.73,0.02,3,UK,iHerb
2024/3/4,2024,Q1,March,4,Magnesium,Mineral,142,12.01,0.15,2,USA,Amazon
2024/3/4,2024,Q1,March,4,Ashwagandha,Herbal,145,36.88,0.21,1,Canada,iHerb
2024/3/4,2024,Q1,March,4,Melatonin,Sleep Aid,141,57.46,0.09,0,Canada,iHerb
2024/3/4,2024,Q1,March,4,Biotin,Vitamin,161,16.43,0.25,2,USA,Walmart
2024/3/4,2024,Q1,March,4,Green Tea Extract,Fat Burner,150,54.93,0.06,1,Canada,iHerb
2024/3/4,2024,Q1,March,4,Iron Supplement,Mineral,133,39.78,0.15,0,Canada,Amazon
2024/3/4,2024,Q1,March,4,Electrolyte Powder,Hydration,155,27.89,0.2,1,USA,Amazon
2024/3/11,2024,Q1,March,11,Whey Protein,Protein,160,37.56,0.24,5,USA,Walmart
2024/3/11,2024,Q1,March,11,Vitamin C,Vitamin,142,13.15,0.22,1,UK,Walmart
2024/3/11,2024,Q1,March,11,Fish Oil,Omega,146,57.34,0.13,1,USA,Walmart
2024/3/11,2024,Q1,March,11,Multivitamin,Vitamin,145,40.09,0.23,3,USA,Amazon
2024/3/11,2024,Q1,March,11,Pre-Workout,Performance,149,31.16,0.06,5,Canada,iHerb
2024/3/11,2024,Q1,March,11,BCAA,Amino Acid,143,59.48,0.03,2,USA,Amazon
2024/3/11,2024,Q1,March,11,Creatine,Performance,174,10.13,0.09,0,USA,Walmart
2024/3/11,2024,Q1,March,11,Zinc,Mineral,147,31.94,0.11,1,UK,Walmart
2024/3/11,2024,Q1,March,11,Collagen Peptides,Protein,153,25.42,0.21,2,Canada,iHerb
2024/3/11,2024,Q1,March,11,Magnesium,Mineral,143,28.06,0.16,0,UK,iHerb
2024/3/11,2024,Q1,March,11,Ashwagandha,Herbal,171,56,0.01,1,UK,iHerb
2024/3/11,2024,Q1,March,11,Melatonin,Sleep Aid,165,31.81,0.03,1,Canada,iHerb
2024/3/11,2024,Q1,March,11,Biotin,Vitamin,164,46.84,0.09,4,UK,Walmart
2024/3/11,2024,Q1,March,11,Green Tea Extract,Fat Burner,158,31.32,0.23,2,USA,Amazon
2024/3/11,2024,Q1,March,11,Iron Supplement,Mineral,158,21.18,0.18,2,Canada,Walmart
2024/3/11,2024,Q1,March,11,Electrolyte Powder,Hydration,150,20.41,0.2,4,USA,Walmart
2024/3/18,2024,Q1,March,18,Whey Protein,Protein,168,30.3,0.2,2,USA,Walmart
2024/3/18,2024,Q1,March,18,Vitamin C,Vitamin,152,36.8,0.13,0,USA,Amazon
2024/3/18,2024,Q1,March,18,Fish Oil,Omega,127,55.66,0.1,1,Canada,iHerb
2024/3/18,2024,Q1,March,18,Multivitamin,Vitamin,164,40.48,0.07,3,UK,iHerb
2024/3/18,2024,Q1,March,18,Pre-Workout,Performance,136,19.58,0.07,1,USA,Walmart
2024/3/18,2024,Q1,March,18,BCAA,Amino Acid,156,43.83,0.02,0,UK,iHerb
2024/3/18,2024,Q1,March,18,Creatine,Performance,150,52.98,0.24,2,UK,Amazon
2024/3/18,2024,Q1,March,18,Zinc,Mineral,156,41.14,0.04,2,UK,iHerb
2024/3/18,2024,Q1,March,18,Collagen Peptides,Protein,146,36.18,0.03,1,USA,Amazon
2024/3/18,2024,Q1,March,18,Magnesium,Mineral,133,54.56,0.12,0,UK,iHerb
2024/3/18,2024,Q1,March,18,Ashwagandha,Herbal,146,20.01,0.01,1,UK,Amazon
2024/3/18,2024,Q1,March,18,Melatonin,Sleep Aid,162,40.32,0.05,1,USA,Amazon
2024/3/18,2024,Q1,March,18,Biotin,Vitamin,164,52.9,0.12,3,Canada,Walmart
2024/3/18,2024,Q1,March,18,Green Tea Extract,Fat Burner,143,47.58,0.2,0,Canada,Amazon
2024/3/18,2024,Q1,March,18,Iron Supplement,Mineral,191,13.43,0.15,3,Canada,Amazon
2024/3/18,2024,Q1,March,18,Electrolyte Powder,Hydration,182,11.26,0.15,1,UK,Amazon
2024/3/25,2024,Q1,March,25,Whey Protein,Protein,148,13.23,0.12,1,UK,iHerb
2024/3/25,2024,Q1,March,25,Vitamin C,Vitamin,158,19.26,0.05,1,Canada,Walmart
2024/3/25,2024,Q1,March,25,Fish Oil,Omega,137,59.72,0.16,2,UK,iHerb
2024/3/25,2024,Q1,March,25,Multivitamin,Vitamin,147,55.55,0.24,1,Canada,iHerb
2024/3/25,2024,Q1,March,25,Pre-Workout,Performance,142,16.62,0.19,2,UK,iHerb
2024/3/25,2024,Q1,March,25,BCAA,Amino Acid,150,39.1,0.1,0,Canada,Walmart
2024/3/25,2024,Q1,March,25,Creatine,Performance,147,13.55,0.08,0,USA,iHerb
2024/3/25,2024,Q1,March,25,Zinc,Mineral,159,13.13,0.24,0,Canada,Amazon
2024/3/25,2024,Q1,March,25,Collagen Peptides,Protein,153,49.39,0.01,3,USA,iHerb
2024/3/25,2024,Q1,March,25,Magnesium,Mineral,171,34.1,0.01,2,Canada,Amazon
2024/3/25,2024,Q1,March,25,Ashwagandha,Herbal,147,30.19,0.17,0,UK,Walmart
2024/3/25,2024,Q1,March,25,Melatonin,Sleep Aid,134,12.28,0.14,2,Canada,iHerb
2024/3/25,2024,Q1,March,25,Biotin,Vitamin,154,44.03,0.08,1,UK,Walmart
2024/3/25,2024,Q1,March,25,Green Tea Extract,Fat Burner,143,18.08,0,2,USA,Walmart
2024/3/25,2024,Q1,March,25,Iron Supplement,Mineral,175,49.15,0.17,2,Canada,Walmart
2024/3/25,2024,Q1,March,25,Electrolyte Powder,Hydration,158,21.24,0.08,1,Canada,Amazon
2024/4/1,2024,Q2,April,1,Whey Protein,Protein,148,27.26,0.09,3,USA,Amazon
2024/4/1,2024,Q2,April,1,Vitamin C,Vitamin,150,53.04,0.12,2,USA,Amazon
2024/4/1,2024,Q2,April,1,Fish Oil,Omega,130,30.22,0.12,4,USA,Walmart
2024/4/1,2024,Q2,April,1,Multivitamin,Vitamin,157,45.08,0,0,Canada,Amazon
2024/4/1,2024,Q2,April,1,Pre-Workout,Performance,163,28.21,0.13,3,UK,Walmart
2024/4/1,2024,Q2,April,1,BCAA,Amino Acid,155,16.02,0.07,4,UK,Amazon
2024/4/1,2024,Q2,April,1,Creatine,Performance,148,34.93,0.22,2,Canada,Amazon
2024/4/1,2024,Q2,April,1,Zinc,Mineral,157,11.45,0.23,4,Canada,Walmart
2024/4/1,2024,Q2,April,1,Collagen Peptides,Protein,162,52.23,0.15,0,USA,Walmart
2024/4/1,2024,Q2,April,1,Magnesium,Mineral,146,27.56,0.22,0,USA,Walmart
2024/4/1,2024,Q2,April,1,Ashwagandha,Herbal,144,12.58,0.03,0,UK,Walmart
2024/4/1,2024,Q2,April,1,Melatonin,Sleep Aid,164,24.94,0,2,USA,Amazon
2024/4/1,2024,Q2,April,1,Biotin,Vitamin,154,28.72,0.05,2,USA,Walmart
2024/4/1,2024,Q2,April,1,Green Tea Extract,Fat Burner,162,34.34,0.06,0,UK,Amazon
2024/4/1,2024,Q2,April,1,Iron Supplement,Mineral,159,20.81,0.08,4,UK,iHerb
2024/4/1,2024,Q2,April,1,Electrolyte Powder,Hydration,164,33,0.16,1,UK,Walmart
2024/4/8,2024,Q2,April,8,Whey Protein,Protein,128,39.7,0.07,2,Canada,iHerb
2024/4/8,2024,Q2,April,8,Vitamin C,Vitamin,135,16.25,0.1,0,USA,Walmart
2024/4/8,2024,Q2,April,8,Fish Oil,Omega,141,33.91,0.14,1,USA,iHerb
2024/4/8,2024,Q2,April,8,Multivitamin,Vitamin,151,25.81,0.21,1,USA,Amazon
2024/4/8,2024,Q2,April,8,Pre-Workout,Performance,144,52.26,0.25,2,USA,Amazon
2024/4/8,2024,Q2,April,8,BCAA,Amino Acid,146,43.17,0.25,2,Canada,Amazon
2024/4/8,2024,Q2,April,8,Creatine,Performance,167,30.35,0.23,2,UK,Walmart
2024/4/8,2024,Q2,April,8,Zinc,Mineral,148,55.03,0.14,1,Canada,Amazon
2024/4/8,2024,Q2,April,8,Collagen Peptides,Protein,148,14.84,0.19,0,Canada,iHerb
2024/4/8,2024,Q2,April,8,Magnesium,Mineral,147,33.38,0.21,1,Canada,Amazon
2024/4/8,2024,Q2,April,8,Ashwagandha,Herbal,180,11.91,0.22,3,Canada,Walmart
2024/4/8,2024,Q2,April,8,Melatonin,Sleep Aid,150,35.25,0.12,1,UK,iHerb
2024/4/8,2024,Q2,April,8,Biotin,Vitamin,144,32.63,0.01,1,UK,Amazon
2024/4/8,2024,Q2,April,8,Green Tea Extract,Fat Burner,139,39.94,0.19,4,UK,iHerb
2024/4/8,2024,Q2,April,8,Iron Supplement,Mineral,143,30.17,0.12,3,Canada,Amazon
2024/4/8,2024,Q2,April,8,Electrolyte Powder,Hydration,152,47.13,0.13,0,USA,Walmart
2024/4/15,2024,Q2,April,15,Whey Protein,Protein,153,52.13,0.15,1,Canada,Walmart
2024/4/15,2024,Q2,April,15,Vitamin C,Vitamin,130,47.6,0.09,0,Canada,iHerb
2024/4/15,2024,Q2,April,15,Fish Oil,Omega,173,41.91,0.03,0,USA,Amazon
2024/4/15,2024,Q2,April,15,Multivitamin,Vitamin,132,15.78,0.21,5,UK,Amazon
2024/4/15,2024,Q2,April,15,Pre-Workout,Performance,145,45.58,0.23,3,UK,Walmart
2024/4/15,2024,Q2,April,15,BCAA,Amino Acid,125,47.73,0.17,0,USA,Walmart
2024/4/15,2024,Q2,April,15,Creatine,Performance,150,20.94,0.22,0,UK,Walmart
2024/4/15,2024,Q2,April,15,Zinc,Mineral,161,25.76,0.18,3,USA,iHerb
2024/4/15,2024,Q2,April,15,Collagen Peptides,Protein,173,44.3,0.15,2,USA,iHerb
2024/4/15,2024,Q2,April,15,Magnesium,Mineral,168,24.11,0.13,0,USA,iHerb
2024/4/15,2024,Q2,April,15,Ashwagandha,Herbal,169,33.89,0.2,1,Canada,iHerb
2024/4/15,2024,Q2,April,15,Melatonin,Sleep Aid,152,28.29,0.03,2,USA,iHerb
2024/4/15,2024,Q2,April,15,Biotin,Vitamin,149,33.39,0.05,3,USA,Walmart
2024/4/15,2024,Q2,April,15,Green Tea Extract,Fat Burner,150,25.13,0.24,1,USA,Walmart
2024/4/15,2024,Q2,April,15,Iron Supplement,Mineral,167,59.52,0.18,1,Canada,Amazon
2024/4/15,2024,Q2,April,15,Electrolyte Powder,Hydration,147,27.2,0.19,2,Canada,iHerb
2024/4/22,2024,Q2,April,22,Whey Protein,Protein,162,36.63,0.06,1,Canada,Walmart
2024/4/22,2024,Q2,April,22,Vitamin C,Vitamin,154,58.47,0.23,1,USA,iHerb
2024/4/22,2024,Q2,April,22,Fish Oil,Omega,150,54.11,0.17,1,Canada,Walmart
2024/4/22,2024,Q2,April,22,Multivitamin,Vitamin,148,57.97,0.04,0,UK,Amazon
2024/4/22,2024,Q2,April,22,Pre-Workout,Performance,166,42.99,0.14,0,UK,Amazon
2024/4/22,2024,Q2,April,22,BCAA,Amino Acid,153,26.25,0.23,1,USA,Amazon
2024/4/22,2024,Q2,April,22,Creatine,Performance,175,25.73,0.16,3,Canada,iHerb
2024/4/22,2024,Q2,April,22,Zinc,Mineral,150,12.01,0.23,0,Canada,iHerb
2024/4/22,2024,Q2,April,22,Collagen Peptides,Protein,167,51.64,0.17,0,UK,iHerb
2024/4/22,2024,Q2,April,22,Magnesium,Mineral,171,22.21,0.2,0,USA,iHerb
2024/4/22,2024,Q2,April,22,Ashwagandha,Herbal,139,51.52,0.04,1,USA,iHerb
2024/4/22,2024,Q2,April,22,Melatonin,Sleep Aid,158,56.78,0.2,2,UK,Walmart
2024/4/22,2024,Q2,April,22,Biotin,Vitamin,148,45.49,0.25,2,USA,iHerb
2024/4/22,2024,Q2,April,22,Green Tea Extract,Fat Burner,154,45.99,0.14,1,Canada,Amazon
2024/4/22,2024,Q2,April,22,Iron Supplement,Mineral,175,21.84,0.08,4,USA,Amazon
2024/4/22,2024,Q2,April,22,Electrolyte Powder,Hydration,167,11.92,0.01,1,UK,Walmart
2024/4/29,2024,Q2,April,29,Whey Protein,Protein,155,41.69,0.18,0,USA,Walmart
2024/4/29,2024,Q2,April,29,Vitamin C,Vitamin,132,17.74,0.02,2,USA,Walmart
2024/4/29,2024,Q2,April,29,Fish Oil,Omega,162,50.85,0.17,2,Canada,Walmart
2024/4/29,2024,Q2,April,29,Multivitamin,Vitamin,137,24.45,0.24,5,Canada,Amazon
2024/4/29,2024,Q2,April,29,Pre-Workout,Performance,161,36,0.24,2,UK,iHerb
2024/4/29,2024,Q2,April,29,BCAA,Amino Acid,176,26.69,0.21,0,Canada,Amazon
2024/4/29,2024,Q2,April,29,Creatine,Performance,176,56.32,0.08,2,UK,Walmart
2024/4/29,2024,Q2,April,29,Zinc,Mineral,149,35.22,0.24,2,Canada,Walmart
2024/4/29,2024,Q2,April,29,Collagen Peptides,Protein,141,24.7,0.09,0,Canada,Amazon
2024/4/29,2024,Q2,April,29,Magnesium,Mineral,169,22.95,0.23,3,USA,Amazon
2024/4/29,2024,Q2,April,29,Ashwagandha,Herbal,135,55.65,0.02,2,USA,iHerb
2024/4/29,2024,Q2,April,29,Melatonin,Sleep Aid,152,34.64,0.17,0,USA,iHerb
2024/4/29,2024,Q2,April,29,Biotin,Vitamin,160,32.76,0.04,3,USA,Amazon
2024/4/29,2024,Q2,April,29,Green Tea Extract,Fat Burner,143,31.44,0.19,1,USA,Amazon
2024/4/29,2024,Q2,April,29,Iron Supplement,Mineral,161,19.58,0.14,4,UK,Walmart
2024/4/29,2024,Q2,April,29,Electrolyte Powder,Hydration,128,17.83,0.16,1,Canada,iHerb
2024/5/6,2024,Q2,May,6,Whey Protein,Protein,163,19.82,0.08,2,USA,Walmart
2024/5/6,2024,Q2,May,6,Vitamin C,Vitamin,157,57.19,0.09,2,USA,Amazon
2024/5/6,2024,Q2,May,6,Fish Oil,Omega,151,52.31,0.2,1,Canada,iHerb
2024/5/6,2024,Q2,May,6,Multivitamin,Vitamin,153,44.49,0.08,3,Canada,Walmart
2024/5/6,2024,Q2,May,6,Pre-Workout,Performance,139,23.43,0.05,1,Canada,Amazon
2024/5/6,2024,Q2,May,6,BCAA,Amino Acid,138,22.07,0.18,1,Canada,iHerb
2024/5/6,2024,Q2,May,6,Creatine,Performance,166,29.32,0.19,4,UK,iHerb
2024/5/6,2024,Q2,May,6,Zinc,Mineral,139,33.32,0.14,1,UK,iHerb
2024/5/6,2024,Q2,May,6,Collagen Peptides,Protein,164,31.91,0.12,1,USA,Amazon
2024/5/6,2024,Q2,May,6,Magnesium,Mineral,146,39.01,0.16,1,UK,Walmart
2024/5/6,2024,Q2,May,6,Ashwagandha,Herbal,143,16.64,0.06,0,UK,Walmart
2024/5/6,2024,Q2,May,6,Melatonin,Sleep Aid,128,10.98,0.06,2,USA,Walmart
2024/5/6,2024,Q2,May,6,Biotin,Vitamin,125,55.66,0.2,1,USA,Amazon
2024/5/6,2024,Q2,May,6,Green Tea Extract,Fat Burner,172,13.63,0.25,3,Canada,Amazon
2024/5/6,2024,Q2,May,6,Iron Supplement,Mineral,149,43.56,0.05,0,Canada,iHerb
2024/5/6,2024,Q2,May,6,Electrolyte Powder,Hydration,149,10.5,0.2,0,USA,Walmart
2024/5/13,2024,Q2,May,13,Whey Protein,Protein,149,44.34,0.01,1,Canada,iHerb
2024/5/13,2024,Q2,May,13,Vitamin C,Vitamin,153,16.75,0.17,1,USA,Walmart
2024/5/13,2024,Q2,May,13,Fish Oil,Omega,136,55.63,0,2,USA,iHerb
2024/5/13,2024,Q2,May,13,Multivitamin,Vitamin,128,17.53,0.11,2,UK,Amazon
2024/5/13,2024,Q2,May,13,Pre-Workout,Performance,142,30.56,0.06,1,UK,iHerb
2024/5/13,2024,Q2,May,13,BCAA,Amino Acid,162,52.33,0.08,3,USA,Walmart
2024/5/13,2024,Q2,May,13,Creatine,Performance,139,57.42,0,1,Canada,iHerb
2024/5/13,2024,Q2,May,13,Zinc,Mineral,155,18.8,0.24,2,Canada,Amazon
2024/5/13,2024,Q2,May,13,Collagen Peptides,Protein,136,49.16,0.02,0,UK,Amazon
2024/5/13,2024,Q2,May,13,Magnesium,Mineral,153,44.34,0.1,2,USA,iHerb
2024/5/13,2024,Q2,May,13,Ashwagandha,Herbal,157,44.31,0.17,1,USA,Amazon
2024/5/13,2024,Q2,May,13,Melatonin,Sleep Aid,151,45.01,0.25,0,Canada,iHerb
2024/5/13,2024,Q2,May,13,Biotin,Vitamin,126,47.15,0.03,1,UK,iHerb
2024/5/13,2024,Q2,May,13,Green Tea Extract,Fat Burner,144,20.78,0.22,2,UK,Walmart
2024/5/13,2024,Q2,May,13,Iron Supplement,Mineral,176,16.2,0.04,5,Canada,Walmart
2024/5/13,2024,Q2,May,13,Electrolyte Powder,Hydration,158,45.19,0.1,1,UK,Amazon
2024/5/20,2024,Q2,May,20,Whey Protein,Protein,136,13.19,0.07,1,UK,iHerb
2024/5/20,2024,Q2,May,20,Vitamin C,Vitamin,136,10.59,0.08,3,UK,iHerb
2024/5/20,2024,Q2,May,20,Fish Oil,Omega,143,33.66,0.14,2,Canada,Amazon
2024/5/20,2024,Q2,May,20,Multivitamin,Vitamin,138,47.88,0.18,0,USA,Walmart
2024/5/20,2024,Q2,May,20,Pre-Workout,Performance,165,20.66,0.02,2,UK,iHerb
2024/5/20,2024,Q2,May,20,BCAA,Amino Acid,158,11.41,0.1,2,USA,iHerb
2024/5/20,2024,Q2,May,20,Creatine,Performance,158,40.53,0.03,2,Canada,iHerb
2024/5/20,2024,Q2,May,20,Zinc,Mineral,166,47.54,0.21,2,Canada,Amazon
2024/5/20,2024,Q2,May,20,Collagen Peptides,Protein,141,32.54,0.03,0,Canada,iHerb
2024/5/20,2024,Q2,May,20,Magnesium,Mineral,155,14.72,0.19,3,UK,iHerb
2024/5/20,2024,Q2,May,20,Ashwagandha,Herbal,158,44.49,0,1,Canada,Amazon
2024/5/20,2024,Q2,May,20,Melatonin,Sleep Aid,146,29.52,0,1,UK,Amazon
2024/5/20,2024,Q2,May,20,Biotin,Vitamin,150,57.05,0.05,0,USA,Amazon
2024/5/20,2024,Q2,May,20,Green Tea Extract,Fat Burner,136,10.3,0.03,1,UK,Amazon
2024/5/20,2024,Q2,May,20,Iron Supplement,Mineral,140,27.99,0.07,1,Canada,Walmart
2024/5/20,2024,Q2,May,20,Electrolyte Powder,Hydration,145,53.84,0.1,2,UK,Walmart
2024/5/27,2024,Q2,May,27,Whey Protein,Protein,130,58.64,0.13,1,Canada,Amazon
2024/5/27,2024,Q2,May,27,Vitamin C,Vitamin,138,39.52,0.16,0,Canada,iHerb
2024/5/27,2024,Q2,May,27,Fish Oil,Omega,152,20.38,0.05,1,USA,Amazon
2024/5/27,2024,Q2,May,27,Multivitamin,Vitamin,158,52.29,0.07,3,UK,Walmart
2024/5/27,2024,Q2,May,27,Pre-Workout,Performance,159,14.76,0.06,4,USA,Amazon
2024/5/27,2024,Q2,May,27,BCAA,Amino Acid,143,19.48,0.2,1,Canada,Walmart
2024/5/27,2024,Q2,May,27,Creatine,Performance,144,31.69,0.1,1,UK,Amazon
2024/5/27,2024,Q2,May,27,Zinc,Mineral,162,49.92,0.03,3,USA,Amazon
2024/5/27,2024,Q2,May,27,Collagen Peptides,Protein,133,57.39,0.2,1,UK,iHerb
2024/5/27,2024,Q2,May,27,Magnesium,Mineral,154,47.72,0.06,0,UK,Amazon
2024/5/27,2024,Q2,May,27,Ashwagandha,Herbal,160,16.75,0.08,1,UK,Amazon
2024/5/27,2024,Q2,May,27,Melatonin,Sleep Aid,151,55.16,0.13,3,UK,Amazon
2024/5/27,2024,Q2,May,27,Biotin,Vitamin,147,21.63,0.17,1,USA,iHerb
2024/5/27,2024,Q2,May,27,Green Tea Extract,Fat Burner,156,11.12,0.01,1,USA,iHerb
2024/5/27,2024,Q2,May,27,Iron Supplement,Mineral,138,37.61,0.15,1,UK,Walmart
2024/5/27,2024,Q2,May,27,Electrolyte Powder,Hydration,155,59.9,0.21,2,UK,Amazon
2024/6/3,2024,Q2,June,3,Whey Protein,Protein,138,56.88,0.05,1,Canada,Amazon
2024/6/3,2024,Q2,June,3,Vitamin C,Vitamin,135,30.33,0.02,3,Canada,iHerb
2024/6/3,2024,Q2,June,3,Fish Oil,Omega,152,27.2,0.07,1,USA,Walmart
2024/6/3,2024,Q2,June,3,Multivitamin,Vitamin,144,48.68,0.17,1,Canada,Walmart
2024/6/3,2024,Q2,June,3,Pre-Workout,Performance,151,13.41,0.02,2,UK,iHerb
2024/6/3,2024,Q2,June,3,BCAA,Amino Acid,155,47.26,0.16,3,USA,Walmart
2024/6/3,2024,Q2,June,3,Creatine,Performance,136,14.18,0.14,1,Canada,iHerb
2024/6/3,2024,Q2,June,3,Zinc,Mineral,146,10.22,0.13,0,UK,Walmart
2024/6/3,2024,Q2,June,3,Collagen Peptides,Protein,159,51.58,0.21,3,USA,Walmart
2024/6/3,2024,Q2,June,3,Magnesium,Mineral,136,10.72,0.21,2,UK,iHerb
2024/6/3,2024,Q2,June,3,Ashwagandha,Herbal,151,14.72,0.13,1,Canada,Walmart
2024/6/3,2024,Q2,June,3,Melatonin,Sleep Aid,144,26.26,0.18,2,USA,Amazon
2024/6/3,2024,Q2,June,3,Biotin,Vitamin,133,49.53,0.05,1,USA,Walmart
2024/6/3,2024,Q2,June,3,Green Tea Extract,Fat Burner,154,48.93,0.07,0,UK,Walmart
2024/6/3,2024,Q2,June,3,Iron Supplement,Mineral,152,56.01,0.22,1,USA,iHerb
2024/6/3,2024,Q2,June,3,Electrolyte Powder,Hydration,145,23.38,0.14,2,Canada,Amazon
2024/6/10,2024,Q2,June,10,Whey Protein,Protein,143,33.77,0.02,2,Canada,Amazon
2024/6/10,2024,Q2,June,10,Vitamin C,Vitamin,151,25.02,0.23,0,UK,Walmart
2024/6/10,2024,Q2,June,10,Fish Oil,Omega,166,54.03,0.18,0,USA,Amazon
2024/6/10,2024,Q2,June,10,Multivitamin,Vitamin,163,11.62,0.03,2,USA,Walmart
2024/6/10,2024,Q2,June,10,Pre-Workout,Performance,156,46.01,0.16,2,USA,Walmart
2024/6/10,2024,Q2,June,10,BCAA,Amino Acid,153,55.62,0,1,UK,Amazon
2024/6/10,2024,Q2,June,10,Creatine,Performance,158,11.24,0.02,2,UK,Walmart
2024/6/10,2024,Q2,June,10,Zinc,Mineral,150,22.83,0.01,1,Canada,iHerb
2024/6/10,2024,Q2,June,10,Collagen Peptides,Protein,148,14.37,0.18,3,USA,iHerb
2024/6/10,2024,Q2,June,10,Magnesium,Mineral,174,12.64,0.19,0,Canada,iHerb
2024/6/10,2024,Q2,June,10,Ashwagandha,Herbal,156,46.29,0.24,2,USA,iHerb
2024/6/10,2024,Q2,June,10,Melatonin,Sleep Aid,157,56.24,0.04,3,USA,Walmart
2024/6/10,2024,Q2,June,10,Biotin,Vitamin,143,51.33,0,3,Canada,Amazon
2024/6/10,2024,Q2,June,10,Green Tea Extract,Fat Burner,141,44.57,0.17,1,UK,iHerb
2024/6/10,2024,Q2,June,10,Iron Supplement,Mineral,137,40.02,0.12,0,Canada,iHerb
2024/6/10,2024,Q2,June,10,Electrolyte Powder,Hydration,135,53.15,0.01,4,UK,iHerb
2024/6/17,2024,Q2,June,17,Whey Protein,Protein,138,38.85,0.02,2,Canada,Walmart
2024/6/17,2024,Q2,June,17,Vitamin C,Vitamin,165,49.99,0.1,0,USA,Amazon
2024/6/17,2024,Q2,June,17,Fish Oil,Omega,132,37.21,0.01,1,UK,Walmart
2024/6/17,2024,Q2,June,17,Multivitamin,Vitamin,163,34.44,0.22,0,Canada,iHerb
2024/6/17,2024,Q2,June,17,Pre-Workout,Performance,170,45.41,0.2,2,USA,Walmart
2024/6/17,2024,Q2,June,17,BCAA,Amino Acid,156,27.77,0.14,1,Canada,Walmart
2024/6/17,2024,Q2,June,17,Creatine,Performance,148,16.14,0.08,3,UK,iHerb
2024/6/17,2024,Q2,June,17,Zinc,Mineral,146,18.76,0.11,0,UK,Amazon
2024/6/17,2024,Q2,June,17,Collagen Peptides,Protein,135,40.37,0.05,1,USA,Walmart
2024/6/17,2024,Q2,June,17,Magnesium,Mineral,165,10.96,0.16,0,Canada,iHerb
2024/6/17,2024,Q2,June,17,Ashwagandha,Herbal,149,38.65,0.02,3,UK,iHerb
2024/6/17,2024,Q2,June,17,Melatonin,Sleep Aid,154,38.13,0.03,0,UK,Walmart
2024/6/17,2024,Q2,June,17,Biotin,Vitamin,155,39.18,0.05,2,UK,Amazon
2024/6/17,2024,Q2,June,17,Green Tea Extract,Fat Burner,124,37.7,0.16,3,Canada,Amazon
2024/6/17,2024,Q2,June,17,Iron Supplement,Mineral,158,12.45,0.21,1,Canada,Walmart
2024/6/17,2024,Q2,June,17,Electrolyte Powder,Hydration,162,29.88,0.18,3,Canada,Amazon
2024/6/24,2024,Q2,June,24,Whey Protein,Protein,130,49.65,0.08,1,USA,Walmart
2024/6/24,2024,Q2,June,24,Vitamin C,Vitamin,121,33.85,0.02,0,UK,iHerb
2024/6/24,2024,Q2,June,24,Fish Oil,Omega,164,41.68,0.05,3,UK,Walmart
2024/6/24,2024,Q2,June,24,Multivitamin,Vitamin,166,55.63,0.21,2,Canada,Amazon
2024/6/24,2024,Q2,June,24,Pre-Workout,Performance,159,23.54,0.02,0,Canada,Walmart
2024/6/24,2024,Q2,June,24,BCAA,Amino Acid,136,21.99,0.24,1,USA,Amazon
2024/6/24,2024,Q2,June,24,Creatine,Performance,140,20.95,0.25,3,UK,Walmart
2024/6/24,2024,Q2,June,24,Zinc,Mineral,158,43.53,0.16,1,Canada,iHerb
2024/6/24,2024,Q2,June,24,Collagen Peptides,Protein,160,34.47,0,4,UK,Walmart
2024/6/24,2024,Q2,June,24,Magnesium,Mineral,159,27.08,0.04,2,USA,iHerb
2024/6/24,2024,Q2,June,24,Ashwagandha,Herbal,175,20.65,0.09,2,USA,iHerb
2024/6/24,2024,Q2,June,24,Melatonin,Sleep Aid,154,37.71,0.09,3,UK,Amazon
2024/6/24,2024,Q2,June,24,Biotin,Vitamin,129,48.78,0.02,2,UK,Amazon
2024/6/24,2024,Q2,June,24,Green Tea Extract,Fat Burner,163,10.65,0.05,1,Canada,Amazon
2024/6/24,2024,Q2,June,24,Iron Supplement,Mineral,155,56.48,0.19,1,Canada,iHerb
2024/6/24,2024,Q2,June,24,Electrolyte Powder,Hydration,146,58.55,0.13,3,Canada,Amazon
2024/7/1,2024,Q3,July,1,Whey Protein,Protein,144,12.69,0.25,3,UK,iHerb
2024/7/1,2024,Q3,July,1,Vitamin C,Vitamin,145,47.61,0.23,1,USA,Amazon
2024/7/1,2024,Q3,July,1,Fish Oil,Omega,149,48.93,0.1,3,UK,iHerb
